order_item_id;order_id;product_id;quantity;price_at_purchase
3797;13441;12;3;524.96
11006;4586;13;8;348.86
13625;8848;13;10;909.27
10400;10013;13;7;792.34
5358;13484;13;4;749.73
17298;3744;14;2;15.25
3284;3744;14;3;348.39
12585;6391;14;9;752.28
885;6920;14;1;274.84
9896;8669;14;7;627.10
13527;8751;14;10;244.68
9665;10952;14;7;457.20
7548;11355;14;6;276.90
1207;11933;14;1;38.03
13599;13726;14;10;531.76
1542;13766;14;2;437.76
9689;3461;15;7;113.17
5678;4578;15;4;445.04
11351;5776;15;8;982.41
10990;6143;15;8;465.07
3239;7174;15;3;680.96
1755;8737;15;2;324.00
4813;10844;15;4;909.91
1037;11828;15;1;956.56
3599;1183;16;3;222.28
10265;7172;16;7;324.38
18233;12796;16;3;21.35
12383;12796;16;9;417.05
6130;14196;16;5;904.14
3158;783;17;3;867.20
1276;1427;17;1;833.02
11554;3998;17;8;609.42
6453;4596;17;5;744.48
2978;10417;17;3;725.83
17854;10857;17;2;18.90
9906;10857;17;7;521.15
4044;11331;17;3;726.67
14150;14245;17;10;134.57
6272;279;18;5;923.40
286;608;18;1;816.69
13466;4949;18;9;72.05
14822;5330;18;10;290.42
4383;5349;18;3;150.93
18922;5349;18;3;25.98
3012;10359;18;3;191.38
18285;10359;18;3;21.66
15022;13696;18;1;0.11
11606;13696;18;8;938.80
9482;326;19;7;68.32
13494;808;19;10;774.65
13524;1724;19;10;123.78
17677;1724;19;2;17.70
8934;2218;19;6;428.17
9138;3727;19;7;173.10
4288;3930;19;3;394.88
1411;9360;19;1;97.96
10559;11626;19;8;345.01
7302;14033;19;5;774.66
11586;14870;19;8;444.39
4218;1498;20;3;586.14
4619;3407;20;4;45.24
14015;10927;20;10;708.22
8231;11850;20;6;795.07
2120;3067;21;2;130.55
10714;3624;21;8;240.90
2653;4539;21;2;628.81
18752;9086;21;3;24.74
5401;9086;21;4;306.40
10305;10560;21;7;171.97
17619;11184;21;2;17.24
6069;11184;21;5;190.39
11957;11788;21;9;217.18
18258;11915;21;3;21.50
9607;11915;21;7;356.46
7426;12773;21;5;611.51
3027;13014;21;3;650.66
12449;13328;21;9;52.66
2435;595;22;2;500.47
8000;1083;22;6;802.66
401;1409;22;1;136.45
18994;1409;22;3;26.56
11007;3186;22;8;474.27
4103;3669;22;3;783.33
644;6812;22;1;269.68
9955;7459;22;7;836.11
2672;8164;22;2;599.82
4994;14066;22;4;269.62
10297;14186;22;7;637.63
3056;1500;23;3;662.82
9144;1682;23;7;637.19
7969;2108;23;6;401.73
5789;4576;23;4;345.46
531;7823;23;1;440.72
19480;9777;23;3;29.80
5834;9777;23;4;564.65
19088;9897;23;3;27.13
9426;9897;23;7;580.88
19803;11308;23;4;31.97
1688;11308;23;2;947.76
10880;12884;23;8;109.94
19630;14142;23;4;30.75
6582;14142;23;5;310.74
9864;14616;23;7;919.19
14662;14628;23;10;200.24
3565;2474;24;3;711.94
9464;2969;24;7;217.20
2451;8817;24;2;767.58
13624;9176;24;10;409.56
13303;9375;24;9;394.08
19851;10903;24;4;32.28
6051;10903;24;5;583.04
7177;13758;24;5;896.60
7389;239;25;5;138.89
19899;239;25;4;32.61
12528;2538;25;9;587.35
4967;2968;25;4;612.51
2287;6947;25;2;412.69
2893;9185;25;2;935.15
15302;9756;25;1;2.00
6579;9756;25;5;388.43
8963;10571;25;7;663.32
2293;12489;25;2;644.15
4120;2840;26;3;180.56
6214;3565;26;5;678.45
13983;6988;26;10;215.76
5563;7316;26;4;375.60
13778;7581;26;10;718.75
19010;8495;26;3;26.67
585;8495;26;1;628.23
19885;12915;26;4;32.52
12303;12915;26;9;620.54
17075;3629;27;2;13.82
11077;3629;27;8;184.88
8885;4031;27;6;262.80
19329;4031;27;3;28.83
5354;8483;27;4;874.09
18684;9157;27;3;24.33
8654;9157;27;6;476.08
14956;12442;27;10;528.41
8639;13090;27;6;453.49
6346;14113;27;5;189.88
19044;14113;27;3;26.88
7458;114;28;5;171.66
17296;1994;28;2;15.25
1940;1994;28;2;609.34
18521;5440;28;3;23.30
14970;5440;28;10;570.74
17286;7090;28;2;15.21
3439;7090;28;3;586.73
4178;7457;28;3;567.57
11937;9202;28;9;317.34
10269;9265;28;7;262.55
7988;10570;28;6;289.29
9346;12408;28;7;166.13
18739;12408;28;3;24.65
3455;14951;28;3;220.82
140;1519;29;1;991.71
12069;1610;30;9;909.33
9746;3868;30;7;605.15
13368;4007;30;9;499.70
7338;5048;30;5;328.22
9397;7446;30;7;199.72
18961;7446;30;3;26.29
5745;13241;30;4;830.05
19424;14321;30;3;29.38
2665;14321;30;2;529.63
8706;2256;31;6;915.95
11144;3640;31;8;435.75
14081;4012;31;10;611.63
4533;4470;31;4;936.26
6267;6874;31;5;565.90
10817;6936;31;8;408.92
12322;12278;31;9;961.62
718;12690;31;1;437.37
8046;1025;32;6;142.51
16368;1025;32;1;9.00
12773;2407;32;9;445.83
15002;4799;32;1;0.00
1441;4799;32;1;366.78
10654;7127;32;8;781.66
15070;12471;32;1;0.38
12582;12471;32;9;666.21
19413;13458;32;3;29.33
4215;13458;32;3;67.83
17948;13837;32;2;19.50
1574;13837;32;2;321.87
14803;188;33;10;644.83
5471;2760;33;4;78.34
6047;5499;33;5;371.97
2751;7589;33;2;495.42
4290;7848;33;3;143.61
18964;8185;33;3;26.31
10474;8185;33;8;742.84
7833;10150;33;6;600.40
13366;3253;34;9;938.89
13634;6130;34;10;328.07
8279;6780;34;6;439.18
12712;6859;34;9;461.20
10468;7285;34;8;78.26
18402;9939;34;3;22.55
7652;9939;34;6;982.31
7963;10940;34;6;654.84
8276;1287;35;6;44.78
14799;2470;35;10;246.28
11704;4213;35;8;118.11
13943;4670;35;10;272.75
8811;4867;35;6;264.34
6225;409;36;5;331.17
4854;2887;36;4;616.71
18241;3596;36;3;21.40
1004;3596;36;1;710.49
258;4968;36;1;792.98
19259;6759;36;3;28.29
12756;6759;36;9;416.04
19043;8181;36;3;26.87
2948;8181;36;3;910.37
10979;10278;36;8;499.62
7172;13076;36;5;456.11
7629;13922;36;6;747.98
6422;1454;37;5;837.21
2182;2003;37;2;461.89
15131;2251;37;1;0.89
918;2251;37;1;188.52
9007;2631;37;7;213.11
19703;3312;37;4;31.33
10841;3312;37;8;403.99
2860;4892;37;2;404.34
6818;5793;37;5;326.47
7724;7701;37;6;364.23
4342;9106;37;3;713.30
1494;9235;37;2;585.81
5935;10884;37;4;677.19
6149;12213;37;5;889.24
8647;3021;38;6;168.86
4241;3617;38;3;29.71
17257;6719;38;2;15.00
121;6719;38;1;316.80
18120;7535;38;3;20.60
3174;7535;38;3;495.90
6829;10531;38;5;830.11
9334;12645;38;7;639.33
17967;13944;38;2;19.66
9262;13944;38;7;652.71
5966;880;39;4;633.59
7766;1656;39;6;219.91
9152;4269;39;7;890.64
12059;4562;39;9;373.76
1237;7900;39;1;753.14
5804;8093;39;4;818.40
7735;8820;39;6;162.06
14142;9327;39;10;658.38
3590;9751;39;3;561.17
11645;148;40;8;370.71
10333;877;40;7;50.09
12407;3391;40;9;741.82
6279;5120;40;5;276.03
7008;7321;40;5;919.03
13456;7523;40;9;477.52
6319;8741;40;5;870.54
6856;10901;40;5;410.56
3753;11021;40;3;461.75
13037;11131;40;9;848.97
3645;12632;40;3;295.53
2070;13231;40;2;369.54
10738;13519;40;8;21.43
4308;13718;40;3;748.37
5148;664;41;4;82.80
756;2943;41;1;253.84
12850;5261;41;9;121.06
274;6230;41;1;107.50
3609;10036;41;3;443.28
19608;10587;41;4;30.57
6140;10587;41;5;436.85
3077;13729;41;3;181.26
18734;13729;41;3;24.63
14810;313;42;10;128.49
3421;5075;42;3;116.14
16998;5075;42;2;13.30
14714;6073;42;10;497.33
18725;11724;42;3;24.61
9495;11724;42;7;723.77
18477;12981;42;3;22.98
12597;12981;42;9;363.93
4181;13293;42;3;541.18
1317;288;43;1;415.89
13258;441;43;9;746.08
8027;6249;43;6;752.91
9851;8560;43;7;781.64
1636;9053;43;2;714.55
18056;10324;43;3;20.20
9610;10324;43;7;855.75
19766;11608;43;4;31.73
7607;11608;43;6;48.48
5508;14451;43;4;232.41
14907;3922;44;10;314.89
5608;6334;44;4;327.27
671;6511;44;1;468.45
1869;7721;44;2;825.72
3152;10351;44;3;164.46
8331;293;45;6;909.25
6026;504;45;5;999.54
15037;2287;45;1;0.19
7384;2287;45;5;959.81
2528;4515;45;2;47.87
1025;9119;45;1;264.11
2979;9766;45;3;435.46
1130;13110;45;1;872.62
19594;14966;45;4;30.46
5223;14966;45;4;518.36
13147;727;46;9;361.94
6481;2331;46;5;46.76
11845;3878;46;8;543.16
6273;1370;47;5;227.81
18787;3196;47;3;25.00
10965;3196;47;8;787.46
2996;4222;47;3;189.81
19144;4222;47;3;27.52
11184;4731;47;8;397.85
18300;9287;47;3;21.77
13436;9287;47;9;884.03
11790;14894;47;8;159.11
77;1424;48;1;52.13
404;4112;48;1;306.44
5082;4128;48;4;394.84
2217;4446;48;2;447.38
8403;5351;48;6;779.58
7729;5829;48;6;502.69
19140;7320;48;3;27.49
628;7320;48;1;294.22
13936;7695;48;10;410.19
688;7906;48;1;571.60
10148;8554;48;7;98.40
14149;9901;48;10;778.41
9527;11245;48;7;971.52
13380;13943;48;9;486.86
13952;2379;50;10;644.13
11130;3045;50;8;728.48
9921;3885;50;7;380.08
1217;4845;50;1;432.32
2362;4923;50;2;500.10
14057;10594;50;10;403.17
11049;13182;50;8;34.04
7156;13234;50;5;888.10
9675;14691;50;7;573.89
14879;2253;51;10;837.27
838;2864;51;1;125.26
950;4022;51;1;630.56
764;5352;51;1;826.68
3168;5514;51;3;619.87
4261;6195;51;3;81.04
6636;8723;51;5;886.43
13682;9999;51;10;635.71
543;10250;51;1;49.41
6802;10500;51;5;476.41
45;11500;51;1;675.62
956;1536;52;1;861.68
11766;3499;52;8;53.83
5660;7366;52;4;162.96
6542;7580;52;5;400.03
12222;8939;52;9;86.76
5842;9095;52;4;855.93
13058;11882;52;9;154.02
6354;12106;52;5;651.30
3424;4771;53;3;976.71
18108;7850;53;3;20.53
3613;7850;53;3;98.61
13092;8633;53;9;214.46
17452;8868;53;2;16.24
4166;8868;53;3;82.03
6546;10285;53;5;135.91
14325;4769;54;10;696.50
12938;1911;55;9;91.52
9563;5509;55;7;949.64
328;7372;55;1;232.61
11973;8188;55;9;569.73
9824;11204;55;7;235.21
12042;11214;55;9;903.77
9047;12879;55;7;723.40
173;13304;55;1;487.73
4727;14920;55;4;264.04
4639;3726;56;4;131.40
14830;6522;56;10;252.32
17471;6994;56;2;16.33
10510;6994;56;8;191.05
19960;11802;56;4;33.00
10134;11802;56;7;474.09
7538;14862;56;6;935.72
5725;3555;57;4;910.35
6124;4071;57;5;571.93
3015;4478;57;3;605.82
13716;5688;57;10;854.14
19038;10244;57;3;26.81
2365;10244;57;2;793.96
12748;10493;57;9;385.16
1975;13006;57;2;311.84
19629;1009;58;4;30.75
12200;1009;58;9;66.49
18869;3350;58;3;25.64
7960;3350;58;6;318.37
8090;7734;58;6;962.62
13059;1177;59;9;65.34
14133;2367;59;10;269.51
7922;3517;59;6;468.97
842;7710;59;1;732.92
13243;2486;60;9;953.75
8626;3003;60;6;703.96
1452;3736;60;1;42.96
8216;4220;60;6;254.33
12829;9137;60;9;772.49
2395;14209;60;2;688.56
7740;1069;61;6;829.51
6030;1356;61;5;957.91
18369;4861;61;3;22.23
13262;4861;61;9;451.58
8361;4865;61;6;292.24
5951;6127;61;4;756.02
6695;8543;61;5;509.12
19974;9537;61;4;33.08
11688;9537;61;8;856.64
4844;10716;61;4;833.73
10066;12051;61;7;428.42
7478;8391;62;6;848.99
14715;10907;62;10;793.63
3109;11992;62;3;237.74
3840;13506;62;3;700.14
19511;13731;62;3;29.97
1303;13731;62;1;571.80
4133;147;63;3;289.72
3837;345;63;3;493.81
14185;415;63;10;225.73
6207;5591;63;5;563.71
2221;8579;63;2;523.45
5161;9566;63;4;854.58
4975;13825;63;4;227.57
3836;14277;63;3;613.34
2101;1324;64;2;534.25
17221;6705;64;2;14.79
1298;6705;64;1;307.45
9595;7997;64;7;717.78
13395;14140;64;9;223.66
8846;872;65;6;786.16
6947;1554;65;5;949.35
148;1863;65;1;690.08
17691;3678;65;2;17.81
4398;3678;65;3;470.63
1239;4008;65;1;127.96
18062;4292;65;3;20.24
7707;4292;65;6;577.09
12434;4497;65;9;547.92
2082;9801;65;2;318.15
12554;9876;65;9;609.61
9736;10181;65;7;694.14
13694;12133;65;10;550.49
7212;782;66;5;705.33
5249;1814;66;4;59.03
4275;1838;66;3;912.34
14403;3901;66;10;944.75
75;4712;66;1;850.01
12804;5893;66;9;74.01
4382;7652;66;3;110.43
9061;8503;66;7;900.75
8410;11368;66;6;616.70
13621;11815;66;10;112.95
14289;3979;67;10;321.64
17931;8892;67;2;19.42
14962;8892;67;10;71.48
2641;10347;67;2;585.11
5726;10610;67;4;283.67
14464;13498;67;10;785.20
6336;14015;67;5;243.50
3849;1659;68;3;242.41
8770;3408;68;6;134.20
611;3453;68;1;240.36
9591;3782;68;7;429.85
1017;5651;68;1;349.39
19984;6262;68;4;33.13
1885;6262;68;2;526.28
14478;7769;68;10;884.90
7308;7873;68;5;274.00
10907;12002;68;8;168.13
6246;12829;68;5;979.07
11278;13810;68;8;507.52
14876;3211;69;10;562.78
1913;6155;69;2;81.42
1344;8042;69;1;153.09
18154;8042;69;3;20.80
3737;8778;69;3;432.40
10252;1765;70;7;670.72
6380;1954;70;5;529.06
13977;5287;70;10;566.68
5933;8805;70;4;74.81
5186;10750;70;4;485.88
8756;11372;70;6;767.74
14931;4315;71;10;864.55
12567;5009;71;9;265.90
18507;11113;71;3;23.19
12096;11113;71;9;506.84
10588;13479;71;8;966.11
5361;745;72;4;526.46
14812;2122;72;10;556.30
13285;3810;72;9;705.03
6681;6909;72;5;994.55
14793;8274;72;10;68.78
7061;10794;72;5;186.09
17965;10794;72;2;19.63
7544;14999;72;6;405.57
13835;1586;73;10;593.94
18703;2554;73;3;24.44
12715;2554;73;9;411.28
679;2693;73;1;145.70
18648;4504;73;3;24.14
4470;4504;73;4;991.18
3464;7506;73;3;917.30
14006;8726;73;10;301.13
3708;11812;73;3;343.16
7109;12553;73;5;930.06
9290;13475;73;7;792.73
18292;14725;73;3;21.70
8389;14725;73;6;901.40
18411;469;74;3;22.58
4902;469;74;4;268.19
9266;3020;74;7;909.62
4812;5049;74;4;737.86
12969;5864;74;9;151.87
7269;5990;74;5;631.58
12776;6210;74;9;812.86
18360;6628;74;3;22.18
11767;6628;74;8;599.32
10073;8065;74;7;289.23
3723;10344;74;3;509.04
1585;12420;74;2;123.60
18027;12420;74;2;19.98
14300;2481;75;10;95.84
19245;3305;75;3;28.20
6670;3305;75;5;654.90
10893;332;76;8;249.62
11102;1110;76;8;47.54
3838;2621;76;3;932.50
3274;3002;76;3;220.21
9415;3578;76;7;538.01
17559;4092;76;2;16.87
11869;4092;76;8;923.73
7107;4098;76;5;656.84
17658;5387;76;2;17.54
12225;5387;76;9;909.07
7198;6609;76;5;258.00
13341;6880;76;9;726.96
5889;3104;77;4;72.37
8928;3125;77;6;818.79
6963;5880;77;5;32.62
17063;5890;77;2;13.76
12198;5890;77;9;159.71
17844;12943;77;2;18.87
11453;12943;77;8;874.73
19025;1166;78;3;26.75
4557;1166;78;4;485.02
19286;3650;78;3;28.53
10219;3650;78;7;362.23
18147;9837;78;3;20.77
9604;9837;78;7;390.27
19542;10565;78;4;30.15
3140;10565;78;3;995.97
5488;11532;78;4;463.98
18059;13630;78;3;20.21
6158;13630;78;5;259.20
5564;14391;78;4;102.89
11302;5284;79;8;776.89
13530;5560;79;10;925.57
3625;5731;79;3;149.71
17664;5731;79;2;17.60
11524;11125;79;8;302.92
1949;11530;79;2;848.11
1818;11683;79;2;827.04
3693;13265;79;3;282.01
8316;13836;79;6;236.77
13481;1408;80;10;328.97
11319;2112;80;8;122.01
19734;2112;80;4;31.54
18851;2601;80;3;25.52
669;2601;80;1;534.34
9508;3701;80;7;527.55
3678;4265;80;3;308.04
12866;4349;80;9;643.98
19149;4538;80;3;27.55
13662;4538;80;10;46.84
19331;5461;80;3;28.83
5606;5461;80;4;993.13
17974;9849;80;2;19.69
1232;9849;80;1;576.43
9634;11054;80;7;101.07
4344;11353;80;3;861.96
17375;11527;80;2;15.79
10842;11527;80;8;461.89
12879;14808;80;9;602.96
12601;2155;82;9;982.57
14378;8477;82;10;128.28
2584;8774;82;2;95.97
11128;9237;82;8;336.17
11271;14211;82;8;822.45
8564;14997;82;6;579.18
2566;1934;83;2;105.15
2190;3797;83;2;199.59
1468;4211;83;1;926.76
2782;6132;83;2;554.57
7944;8129;83;6;512.89
4741;8230;83;4;194.63
1682;8432;83;2;158.86
11966;9129;83;9;44.14
9511;13057;83;7;182.62
12003;520;84;9;810.53
451;4014;84;1;322.09
4871;5668;84;4;716.28
5536;7412;84;4;847.48
3944;10798;84;3;398.54
14170;14552;84;10;344.91
11023;242;85;8;825.71
3854;3493;85;3;170.45
18419;6597;85;3;22.64
13890;6597;85;10;899.46
8701;6706;85;6;853.54
18091;6761;85;3;20.42
13152;6761;85;9;98.53
12022;7069;85;9;532.12
10911;10255;85;8;595.16
18110;11516;85;3;20.55
14072;11516;85;10;385.60
901;11808;85;1;901.40
18215;13494;85;3;21.18
8219;13494;85;6;29.29
13156;3698;86;9;592.95
4725;4368;86;4;219.53
9717;4888;86;7;965.39
5271;8648;86;4;55.13
7374;9105;86;5;732.34
17237;9190;86;2;14.87
868;9190;86;1;191.56
3357;11230;86;3;977.63
14532;14025;86;10;699.46
1759;14176;86;2;835.29
2473;14213;86;2;788.40
12655;14389;86;9;492.04
18525;14960;86;3;23.32
2186;14960;86;2;464.32
14488;4547;87;10;771.31
2895;9948;87;2;632.10
11055;10043;87;8;232.70
6042;11069;87;5;104.75
742;12082;87;1;279.44
1502;12354;87;2;407.71
18066;13165;87;3;20.26
7604;13165;87;6;36.14
3441;13476;87;3;889.15
12172;3601;88;9;488.86
7821;7860;88;6;333.67
14145;9281;88;10;184.82
19146;9281;88;3;27.53
1091;11535;88;1;310.75
3894;13712;88;3;24.18
17579;212;89;2;17.00
1489;212;89;2;81.57
186;5135;89;1;464.03
9471;6725;89;7;802.85
1926;7152;89;2;255.78
6965;9386;89;5;830.02
13141;13144;89;9;383.46
12692;1190;90;9;73.69
14496;1293;90;10;424.04
2007;5698;90;2;36.18
11188;6253;90;8;398.74
2704;9164;90;2;973.75
10455;13544;90;8;701.38
289;14560;90;1;35.74
5659;955;91;4;549.02
11614;1725;91;8;850.92
14211;4283;91;10;742.66
14926;5904;91;10;509.11
5197;6233;91;4;480.16
19355;1201;92;3;28.97
6282;1201;92;5;603.90
13445;2224;92;9;149.46
19008;2224;92;3;26.65
17643;5523;92;2;17.47
7934;5523;92;6;28.46
302;7219;92;1;815.06
1179;7765;92;1;295.24
13924;10780;92;10;47.14
9076;14298;92;7;569.71
10930;70;93;8;371.78
1304;1194;93;1;561.22
19439;4682;93;3;29.47
13452;4682;93;9;563.41
7428;5895;93;5;800.48
10184;6585;93;7;898.67
5021;10949;93;4;406.13
1337;11485;93;1;620.59
19356;2591;94;3;29.00
5010;2591;94;4;689.20
4447;6734;94;4;785.69
3079;8763;94;3;497.18
7324;10486;94;5;280.83
11321;14619;94;8;310.76
12963;1652;95;9;382.05
14386;2709;95;10;894.34
2780;2932;95;2;983.60
8421;3622;95;6;912.99
5551;5004;95;4;853.40
11703;9616;95;8;689.02
4983;10210;95;4;395.94
14381;13272;95;10;84.71
5355;2302;96;4;469.65
721;3013;96;1;49.83
1421;4484;96;1;327.56
3903;6507;96;3;553.06
14524;7295;96;10;933.05
4251;7327;96;3;930.89
15124;9567;96;1;0.85
3332;9567;96;3;156.83
9579;10508;96;7;274.30
3641;10686;96;3;716.83
14695;13569;96;10;363.41
17976;5219;97;2;19.71
13737;5219;97;10;22.33
7459;5611;97;5;223.67
19725;5611;97;4;31.45
8360;7218;97;6;545.92
8099;8350;97;6;251.55
8132;8922;97;6;502.58
18969;210;98;3;26.37
3684;210;98;3;80.02
9541;1209;98;7;609.07
3063;1304;98;3;604.48
304;2245;98;1;944.53
2620;2605;98;2;276.37
6238;3348;98;5;698.39
387;3480;98;1;281.02
14349;7061;98;10;299.42
13371;10315;98;9;895.18
8519;10349;98;6;787.86
19051;13703;98;3;26.90
14154;13703;98;10;671.52
18463;14301;98;3;22.90
5313;14301;98;4;343.74
12931;14480;98;9;187.32
11520;49;99;8;673.84
17831;11397;99;2;18.76
5826;11397;99;4;690.12
14949;13217;99;10;929.42
3176;13472;99;3;120.11
2353;2927;100;2;511.57
2144;3881;100;2;567.63
19590;5983;100;4;30.43
10175;5983;100;7;678.14
12206;4138;101;9;533.69
13964;4443;101;10;862.43
9768;1828;102;7;375.86
9312;1746;103;7;511.21
17623;1775;103;2;17.28
2326;1775;103;2;565.65
17669;2263;103;2;17.64
6629;2263;103;5;33.85
8149;6355;103;6;518.45
18662;7202;103;3;24.20
685;7202;103;1;704.44
7723;7548;103;6;214.92
10170;9013;103;7;80.15
4024;10140;103;3;971.75
13859;11526;103;10;932.81
7054;12743;103;5;729.38
5139;12992;103;4;314.21
4726;13673;103;4;691.59
19094;303;104;3;27.16
12188;303;104;9;298.75
11480;2246;104;8;174.59
11725;3483;104;8;187.39
5891;5543;104;4;665.29
9766;6225;104;7;700.16
5179;7609;104;4;280.09
3286;10388;104;3;447.25
8531;10551;104;6;882.97
6300;13212;104;5;979.05
19469;13520;104;3;29.73
14950;13520;104;10;914.20
4717;14589;104;4;581.27
11964;1675;105;9;258.65
14259;4367;105;10;44.08
3730;9763;105;3;724.32
5166;12360;105;4;170.85
13879;12855;105;10;542.04
10098;13782;105;7;282.74
1467;13819;105;1;494.68
5596;270;106;4;470.93
8904;1437;106;6;718.20
15084;7156;106;1;0.47
2921;7156;106;2;259.52
11404;7253;106;8;518.16
3258;7561;106;3;305.51
7953;11612;106;6;404.78
13250;13082;106;9;940.51
11582;543;107;8;725.70
17023;1008;107;2;13.52
10953;1008;107;8;805.18
3752;2842;107;3;898.88
602;5035;107;1;46.70
17397;8709;107;2;15.91
9685;8709;107;7;384.08
5770;9860;107;4;940.51
19852;11086;107;4;32.28
9410;11086;107;7;814.27
5978;631;108;4;120.36
14222;1067;108;10;569.59
6292;1739;108;5;225.18
12935;2269;108;9;591.27
13154;4041;108;9;882.55
17759;4241;108;2;18.28
5812;4241;108;4;909.58
940;4604;108;1;509.04
3972;4812;108;3;269.99
19276;4812;108;3;28.40
5630;4934;108;4;454.95
12816;5313;108;9;238.63
5612;10662;108;4;104.74
17360;10662;108;2;15.66
5946;11618;108;4;218.77
3763;5130;109;3;829.25
8733;8819;109;6;246.09
12603;10755;109;9;733.12
11329;12245;109;8;477.24
19915;12515;109;4;32.68
9867;12515;109;7;498.30
7721;159;111;6;266.05
11934;4151;111;9;463.59
9619;4370;111;7;951.05
5706;5358;111;4;200.63
13683;9162;111;10;612.66
7006;9364;111;5;982.34
9663;10983;111;7;822.14
13084;11796;111;9;659.12
7507;3418;112;6;434.69
7445;4119;112;5;677.73
7873;4216;112;6;805.69
326;9099;112;1;304.19
6196;14255;112;5;655.38
13357;3114;113;9;966.22
4874;3188;113;4;591.11
11447;5507;113;8;837.49
5288;10025;113;4;425.36
2110;13493;113;2;576.83
8375;4168;114;6;544.14
3477;8524;114;3;268.96
19983;9878;114;4;33.12
301;9878;114;1;340.01
12797;12774;114;9;239.59
8583;14747;114;6;602.02
18579;6816;115;3;23.72
577;6816;115;1;490.77
6907;7092;115;5;834.34
11987;9950;115;9;907.28
18327;10817;115;3;21.96
3469;10817;115;3;442.51
11435;11476;115;8;871.19
18288;2841;116;3;21.67
2131;2841;116;2;378.03
13581;3643;116;10;302.19
5679;4405;116;4;438.91
17289;6247;116;2;15.22
9974;6247;116;7;913.04
7495;6659;116;6;75.90
12982;10676;116;9;988.97
12805;2713;117;9;807.75
961;4817;117;1;71.32
6931;4942;117;5;339.59
3677;5087;117;3;997.66
4637;5561;117;4;704.53
3244;6564;117;3;444.39
11628;7994;117;8;547.83
17911;8515;117;2;19.28
9883;8515;117;7;257.19
11866;9893;117;8;416.56
9720;14818;117;7;703.13
19139;14847;117;3;27.49
11041;14847;117;8;548.30
1169;697;118;1;671.03
12830;957;118;9;717.35
1308;2783;118;1;202.22
14246;4016;118;10;110.59
4913;5021;118;4;897.82
18398;5266;118;3;22.52
7885;5266;118;6;362.22
6967;6762;118;5;304.05
2574;8636;118;2;921.95
12671;9974;118;9;439.75
8723;2163;119;6;84.31
7075;4002;119;5;373.72
1850;4383;119;2;421.77
9837;5477;119;7;985.50
9987;6456;119;7;140.55
18099;6456;119;3;20.46
7840;6570;119;6;113.83
7373;8692;119;5;413.70
14094;13385;119;10;116.16
10196;199;120;7;112.86
221;11068;120;1;871.94
1427;11743;120;1;747.71
134;12598;120;1;67.79
14763;13940;120;10;187.83
10811;14174;120;8;857.94
6310;14670;120;5;371.76
3199;4124;121;3;710.97
6098;4719;121;5;644.67
4429;6973;121;3;219.56
19745;7980;121;4;31.59
2364;7980;121;2;576.49
4979;11894;121;4;748.73
19987;12395;121;4;33.13
